cancellation_id,ride_id,customer_id,driver_id,cancellation_reason,cancellation_time
618,9253,1487,71,Driver Late,08:37:48
619,7429,735,525,Wrong Pickup,13:41:48
620,9593,1371,39,Driver Late,12:54:30
621,3605,1400,998,Driver Late,12:12:14
622,4058,1484,998,Traffic Issue,05:37:12
623,2681,1850,483,Driver Late,17:22:24
624,5562,1650,250,Driver Late,02:35:04
625,9931,1548,417,Driver Late,01:12:40
626,3987,933,103,Rider Late,10:15:11
627,8980,443,215,Changed Plan,12:52:15
628,2730,42,27,Traffic Issue,23:34:14
629,835,374,257,Changed Plan,00:33:14
630,1652,633,111,Driver Late,07:57:27
631,5812,1478,537,Driver Late,19:08:38
632,5104,1690,102,Traffic Issue,21:23:16
633,7954,1245,993,Wrong Pickup,02:40:37
634,7941,1750,616,Changed Plan,20:49:11
635,208,1970,424,Rider Late,08:42:47
636,9923,1057,391,Driver Late,15:00:24
637,7715,691,570,Wrong Pickup,18:28:18
638,7772,845,345,Changed Plan,12:19:46
639,9993,547,297,Rider Late,08:32:00
640,8802,1687,442,Driver Late,20:47:08
641,356,1702,112,Driver Late,19:50:17
642,6314,1109,245,Wrong Pickup,08:15:49
643,7145,1816,786,Rider Late,07:24:32
644,8608,572,878,Traffic Issue,11:47:19
645,7883,1126,558,Traffic Issue,02:24:32
646,8163,1880,520,Traffic Issue,18:42:58
647,3766,498,26,Wrong Pickup,22:50:18
648,1276,1371,885,Changed Plan,23:16:56
649,2078,912,171,Traffic Issue,23:10:30
650,5444,504,543,Traffic Issue,00:56:44
651,129,439,278,Rider Late,02:35:25
652,114,1102,244,Driver Late,10:17:19
653,2641,1695,835,Driver Late,02:08:29
654,1922,1179,928,Traffic Issue,00:14:36
655,4158,462,144,Driver Late,04:26:11
656,7749,1677,851,Traffic Issue,22:11:21
657,7314,615,382,Changed Plan,14:02:57
658,5358,793,935,Traffic Issue,10:37:44
659,5040,445,488,Changed Plan,11:38:49
660,6048,1124,940,Changed Plan,18:01:59
661,2024,1836,362,Wrong Pickup,15:10:30
662,3068,388,152,Wrong Pickup,14:50:15
663,6704,1424,570,Traffic Issue,13:03:12
664,6802,783,89,Changed Plan,23:16:20
665,3671,1286,733,Wrong Pickup,23:14:01
666,9210,769,170,Traffic Issue,04:00:03
667,1727,965,147,Traffic Issue,04:54:21
668,9203,1918,903,Traffic Issue,19:02:28
669,4599,1688,33,Driver Late,08:43:46
670,325,316,716,Rider Late,22:02:34
671,4499,1345,244,Driver Late,18:00:24
672,4297,1466,183,Wrong Pickup,04:48:36
673,2668,166,562,Changed Plan,01:30:08
674,3071,271,243,Traffic Issue,10:30:21
675,7823,164,638,Wrong Pickup,13:13:27
676,8577,1482,365,Driver Late,07:30:06
677,1258,876,691,Rider Late,06:03:18
678,5694,1986,236,Changed Plan,06:39:31
679,8172,733,160,Traffic Issue,02:33:00
680,711,1604,820,Changed Plan,11:46:00
681,5044,1970,702,Wrong Pickup,15:10:26
682,5113,184,437,Rider Late,23:55:52
683,2842,224,620,Driver Late,17:30:12
684,3759,1252,561,Wrong Pickup,15:31:07
685,1794,1830,761,Traffic Issue,00:13:52
686,5740,1058,268,Driver Late,15:48:17
687,7222,1429,553,Traffic Issue,12:12:55
688,2587,1974,735,Rider Late,20:15:17
689,350,875,289,Traffic Issue,01:54:18
690,8322,1912,443,Traffic Issue,16:43:38
691,7131,344,876,Changed Plan,23:07:00
692,5456,1113,128,Traffic Issue,02:37:04
693,4613,904,622,Traffic Issue,16:32:47
694,9942,1467,211,Changed Plan,21:52:47
695,3370,195,519,Driver Late,03:13:02
696,8561,1476,392,Wrong Pickup,22:44:28
697,346,1309,578,Traffic Issue,18:46:30
698,1979,1345,553,Changed Plan,06:27:46
699,9302,1081,130,Rider Late,01:18:01
700,1287,774,118,Driver Late,22:18:43
701,164,1530,376,Driver Late,18:21:32
702,3082,760,308,Traffic Issue,17:59:04
703,7730,632,572,Driver Late,18:13:57
704,7559,501,524,Rider Late,11:47:10
705,3182,457,528,Driver Late,20:59:25
706,9221,469,371,Traffic Issue,08:36:47
707,8694,622,105,Wrong Pickup,12:06:18
708,5057,1976,820,Traffic Issue,04:44:15
709,3574,1057,296,Traffic Issue,23:40:44
710,1161,957,829,Wrong Pickup,21:17:51
711,7543,360,220,Changed Plan,17:28:22
712,8303,1000,437,Traffic Issue,02:45:22
713,7421,77,50,Rider Late,09:33:45
714,1088,898,783,Traffic Issue,18:01:23
715,426,281,402,Driver Late,17:35:13
716,1560,467,641,Wrong Pickup,01:03:44
717,4489,1096,802,Wrong Pickup,08:21:30
718,8723,650,670,Rider Late,18:27:01
719,7720,1741,810,Changed Plan,02:58:30
720,4599,221,941,Changed Plan,18:03:05
721,4639,1569,967,Changed Plan,19:30:30
722,8440,1684,919,Wrong Pickup,20:06:01
723,9623,1522,485,Driver Late,03:51:09
724,9456,1686,992,Wrong Pickup,03:27:41
725,500,1937,435,Changed Plan,05:15:47
726,9124,1911,232,Changed Plan,15:41:15
727,4155,7,229,Wrong Pickup,12:16:13
728,5014,526,415,Changed Plan,00:33:35
729,3637,326,461,Rider Late,01:55:03
730,5049,1725,814,Traffic Issue,12:19:45
731,1846,1905,936,Changed Plan,18:12:18
732,7981,789,347,Rider Late,14:09:50
733,7598,606,311,Wrong Pickup,03:12:42
734,6352,719,294,Wrong Pickup,23:27:46
735,2771,909,636,Changed Plan,21:47:03
736,2875,1199,72,Changed Plan,07:44:11
737,9584,1793,513,Traffic Issue,09:18:24
738,7013,701,951,Driver Late,14:50:17
739,938,1923,135,Driver Late,22:38:14
740,1585,92,502,Rider Late,21:45:35
741,2356,279,415,Rider Late,21:18:57
742,3521,1974,911,Wrong Pickup,12:35:03
743,1567,289,466,Wrong Pickup,10:17:10
744,7382,314,653,Changed Plan,20:22:35
745,1721,809,914,Changed Plan,06:51:27
746,4182,1773,791,Rider Late,18:00:18
747,3558,430,600,Traffic Issue,12:53:17
748,736,1799,209,Driver Late,04:37:31
749,1188,1005,48,Changed Plan,08:51:29
750,6323,1986,647,Rider Late,08:51:07
751,8408,390,855,Changed Plan,16:53:07
752,9360,1302,737,Rider Late,19:55:29
753,640,1676,358,Driver Late,04:55:08
754,1798,1003,585,Traffic Issue,23:33:45
755,2213,1065,957,Rider Late,15:53:29
756,8396,807,519,Wrong Pickup,01:16:38
757,1878,61,812,Rider Late,11:31:58
758,7281,1973,162,Rider Late,15:16:36
759,8390,613,718,Wrong Pickup,16:16:05
760,847,184,128,Changed Plan,20:01:12
761,6591,1414,447,Wrong Pickup,13:12:43
762,7958,1041,946,Wrong Pickup,01:42:43
763,860,1597,168,Driver Late,01:54:48
764,6658,1984,389,Changed Plan,02:36:26
765,553,844,983,Rider Late,05:52:42
766,2149,131,200,Wrong Pickup,10:01:42
767,3530,1476,148,Wrong Pickup,09:10:32
768,9639,581,846,Traffic Issue,16:52:08
769,5891,988,33,Changed Plan,17:06:33
770,9241,1851,975,Changed Plan,07:25:55
771,8402,985,72,Driver Late,03:05:24
772,8947,1469,971,Traffic Issue,10:44:32
773,6621,1288,412,Driver Late,07:50:49
774,2978,1160,256,Rider Late,13:48:12
775,3875,1455,777,Traffic Issue,12:58:38
776,3916,483,45,Changed Plan,16:13:18
777,5519,1992,286,Changed Plan,13:08:13
778,9440,182,84,Driver Late,16:40:45
779,7299,172,639,Changed Plan,02:19:49
780,1985,135,496,Changed Plan,06:03:44
781,6618,1249,606,Changed Plan,11:34:36
782,7115,1087,354,Wrong Pickup,06:29:21
783,5181,1335,666,Changed Plan,12:47:10
784,9615,548,190,Traffic Issue,22:52:31
785,1517,1816,302,Wrong Pickup,00:15:04
786,4600,1047,490,Rider Late,03:53:13
787,7599,1016,134,Driver Late,17:40:41
788,1236,1699,822,Rider Late,22:06:24
789,5242,692,793,Driver Late,04:02:47
790,1848,1114,691,Changed Plan,04:03:45
791,8263,589,650,Rider Late,15:24:05
792,9265,1062,750,Rider Late,06:28:49
793,5730,1812,993,Wrong Pickup,02:48:34
794,3130,1352,513,Traffic Issue,21:29:16
795,718,1248,46,Driver Late,14:21:08
796,157,1930,254,Rider Late,12:21:39
797,3806,1093,545,Wrong Pickup,05:08:51
798,5565,1168,28,Driver Late,20:38:50
799,3083,1546,833,Traffic Issue,11:26:51
800,3516,309,899,Changed Plan,18:19:33
801,4044,799,851,Rider Late,01:23:04
802,7731,1811,448,Rider Late,12:46:45
803,4703,1269,914,Changed Plan,19:10:16
804,648,1656,397,Driver Late,12:40:05
805,8741,1469,259,Traffic Issue,08:32:43
806,8391,1005,237,Rider Late,12:33:50
807,2300,270,319,Wrong Pickup,09:40:24
808,4089,888,137,Traffic Issue,14:00:51
809,3837,1275,354,Rider Late,20:40:47
810,9487,1683,609,Rider Late,10:41:11
811,8523,25,992,Traffic Issue,07:17:49
812,8087,1993,268,Driver Late,03:10:48
813,6595,735,959,Wrong Pickup,08:33:43
814,4876,1005,336,Wrong Pickup,19:17:50
815,9747,5,146,Wrong Pickup,13:23:44
816,4018,1603,813,Changed Plan,22:50:48
817,3580,1668,273,Driver Late,04:16:47
818,23,584,714,Changed Plan,10:01:14
819,8358,473,852,Traffic Issue,18:34:19
820,3873,22,287,Rider Late,08:33:53
821,8132,804,180,Driver Late,05:48:42
822,439,1940,768,Changed Plan,21:38:37
823,3278,1603,557,Changed Plan,20:50:24
824,8688,1759,7,Rider Late,09:08:28
825,8058,1107,36,Wrong Pickup,20:57:14
826,3692,455,149,Driver Late,17:46:15
827,1300,1193,227,Changed Plan,02:31:22
828,9514,228,818,Rider Late,13:13:36
829,2710,595,31,Wrong Pickup,12:14:09
830,4413,743,905,Wrong Pickup,12:24:41
831,8932,889,408,Driver Late,10:20:03
832,642,997,687,Traffic Issue,06:06:41
833,6374,169,762,Changed Plan,16:37:56
834,8678,250,399,Rider Late,23:25:58
835,4275,913,475,Traffic Issue,03:18:48
836,7849,1605,199,Traffic Issue,18:16:44
837,1679,919,472,Driver Late,15:43:43
838,8196,1258,321,Changed Plan,16:51:50
839,1316,1491,924,Changed Plan,10:43:07
840,6628,1412,812,Wrong Pickup,02:15:01
841,608,688,670,Driver Late,01:23:54
842,3361,516,869,Traffic Issue,02:19:22
843,1848,987,280,Traffic Issue,12:23:42
844,3730,476,541,Wrong Pickup,06:04:40
845,9096,644,638,Wrong Pickup,14:07:26
846,1889,89,102,Changed Plan,17:47:55
847,3619,1566,651,Changed Plan,11:26:04
848,2654,1721,86,Wrong Pickup,06:24:02
849,5440,1552,848,Driver Late,01:50:43
850,4585,826,520,Rider Late,13:19:53
851,731,1519,587,Changed Plan,13:55:00
852,7822,1911,51,Changed Plan,02:47:32
853,9740,94,687,Driver Late,18:40:29
854,8468,1747,988,Wrong Pickup,19:54:27
855,8080,632,472,Wrong Pickup,17:23:08
856,9151,83,145,Rider Late,10:46:25
857,1733,854,226,Rider Late,00:14:03
858,6128,509,688,Driver Late,15:54:16
859,6669,865,280,Rider Late,21:55:33
860,6417,561,229,Driver Late,09:18:18
861,1928,1201,147,Rider Late,18:32:47
862,5221,1466,60,Rider Late,04:38:38
863,9602,155,441,Traffic Issue,17:27:40
864,4364,1266,473,Changed Plan,19:17:51
865,8366,18,830,Changed Plan,23:57:50
866,5907,318,635,Rider Late,05:01:12
867,5086,873,940,Traffic Issue,13:09:56
868,6068,1305,65,Traffic Issue,17:36:54
869,9409,1525,257,Rider Late,08:01:46
870,675,116,575,Driver Late,14:37:05
871,5653,1785,429,Wrong Pickup,08:56:13
872,4188,1156,746,Rider Late,09:54:07
873,6792,835,407,Rider Late,13:32:22
874,3257,825,716,Driver Late,19:19:51
875,963,247,168,Rider Late,07:04:50
876,1086,1168,44,Changed Plan,03:11:40
877,2874,1164,417,Wrong Pickup,16:46:43
878,7301,1592,89,Rider Late,02:11:59
879,1153,597,483,Traffic Issue,23:43:01
880,4137,818,229,Wrong Pickup,19:02:10
881,8532,1914,135,Wrong Pickup,22:59:34
882,1817,77,327,Rider Late,11:14:39
883,7736,1705,194,Driver Late,19:37:15
884,4262,70,417,Driver Late,06:46:05
885,840,717,442,Wrong Pickup,20:08:28
886,7311,743,805,Traffic Issue,02:12:03
887,2510,1169,799,Changed Plan,08:52:24
888,4769,381,606,Wrong Pickup,19:38:35
889,4320,974,630,Traffic Issue,01:30:45
890,1882,1601,152,Driver Late,03:14:10
891,4000,1772,737,Driver Late,16:56:30
892,9664,1577,239,Changed Plan,20:24:10
893,5200,336,391,Traffic Issue,18:29:58
894,6675,1162,22,Wrong Pickup,12:40:04
895,9549,277,646,Changed Plan,15:48:43
896,5421,546,762,Wrong Pickup,12:46:30
897,994,280,527,Traffic Issue,16:54:45
898,6677,1669,359,Wrong Pickup,03:09:43
899,7292,884,735,Wrong Pickup,11:29:10
900,2043,1118,72,Traffic Issue,11:52:18
901,4649,774,164,Changed Plan,23:18:40
902,7957,494,546,Driver Late,18:53:00
903,1689,1336,329,Driver Late,18:00:46
904,1924,439,723,Traffic Issue,18:40:22
905,4335,1441,485,Traffic Issue,06:56:24
906,4678,1993,36,Rider Late,14:16:59
907,6599,350,458,Driver Late,05:43:28
908,478,179,895,Wrong Pickup,12:51:29
909,5552,390,201,Changed Plan,12:10:22
910,3046,1335,495,Wrong Pickup,22:59:22
911,8681,501,884,Driver Late,11:43:53
912,4807,943,564,Wrong Pickup,11:45:45
913,6293,605,309,Traffic Issue,20:26:22
914,6736,534,418,Changed Plan,06:14:53
915,9182,1115,19,Driver Late,02:55:50
916,1946,857,225,Wrong Pickup,06:35:15
917,3420,325,125,Rider Late,02:29:51
918,3374,275,76,Wrong Pickup,13:07:18
919,6836,1233,784,Wrong Pickup,16:49:44
920,8760,134,54,Changed Plan,20:43:41
921,4618,1615,499,Changed Plan,09:55:15
922,6100,187,667,Changed Plan,09:59:41
923,8246,789,952,Driver Late,20:41:44
924,2066,1797,467,Changed Plan,13:44:11
925,9583,600,274,Rider Late,16:54:40
926,5103,49,900,Driver Late,06:48:38
927,6168,1714,444,Rider Late,18:37:55
928,4991,317,489,Traffic Issue,11:53:25
929,7817,668,25,Wrong Pickup,09:59:53
930,863,103,590,Wrong Pickup,04:38:14
931,4834,95,535,Changed Plan,17:50:33
932,4124,1926,116,Driver Late,15:14:18
933,3463,436,812,Driver Late,07:26:37
934,130,848,491,Traffic Issue,01:29:13
935,5018,848,993,Wrong Pickup,15:49:35
936,9470,1771,303,Wrong Pickup,09:01:29
937,4804,270,508,Traffic Issue,05:33:47
938,1406,1191,16,Traffic Issue,17:06:08
939,1977,559,386,Traffic Issue,10:38:04
940,416,1699,211,Driver Late,19:01:33
941,7419,1089,181,Driver Late,09:47:46
942,4656,897,646,Driver Late,20:13:16
943,3265,1797,280,Traffic Issue,10:57:42
944,2523,1738,530,Driver Late,05:56:58
945,6542,1545,645,Traffic Issue,22:23:19
946,6434,925,433,Changed Plan,14:52:59
947,1864,1500,271,Wrong Pickup,03:57:56
948,1724,233,708,Driver Late,22:55:18
949,4555,529,526,Rider Late,04:07:21
950,5161,25,177,Changed Plan,11:36:28
951,5195,1637,26,Traffic Issue,11:17:02
952,7854,990,431,Rider Late,20:25:56
953,9671,171,599,Changed Plan,09:07:52
954,6540,299,813,Changed Plan,15:15:58
955,8050,22,571,Changed Plan,06:35:50
956,2335,1197,595,Rider Late,23:39:42
957,7275,1429,423,Driver Late,11:19:27
958,8061,1866,149,Driver Late,17:55:00
959,8099,856,493,Driver Late,04:20:01
960,3339,1650,124,Driver Late,04:22:16
961,6747,391,58,Traffic Issue,06:19:32
962,3587,1304,880,Changed Plan,05:23:21
963,9929,650,360,Rider Late,20:28:16
964,649,244,992,Wrong Pickup,15:12:46
965,8141,1796,778,Traffic Issue,00:13:27
966,6663,1147,266,Rider Late,15:36:38
967,5435,310,972,Rider Late,08:59:37
968,5276,391,406,Driver Late,02:21:59
969,8940,633,313,Rider Late,09:35:25
970,3257,525,536,Wrong Pickup,18:54:01
971,3056,643,799,Driver Late,17:49:25
972,8769,838,251,Wrong Pickup,21:31:25
973,4791,307,633,Changed Plan,15:08:20
974,2250,1026,818,Traffic Issue,23:50:56
975,9855,1691,575,Changed Plan,09:10:38
976,6230,1892,34,Traffic Issue,23:00:36
977,6715,1169,635,Wrong Pickup,22:28:03
978,3373,1082,714,Wrong Pickup,19:01:08
979,4669,1601,484,Rider Late,01:50:45
980,4066,134,771,Traffic Issue,01:07:48
981,9889,844,484,Rider Late,12:52:54
982,9307,1905,229,Wrong Pickup,00:45:36
983,3114,1235,261,Traffic Issue,14:53:45
984,5310,1738,524,Traffic Issue,05:34:45
985,4814,1453,702,Traffic Issue,06:04:45
986,430,654,644,Driver Late,06:23:21
987,5228,1075,560,Changed Plan,20:39:58
988,9479,1783,658,Changed Plan,21:28:25
989,4103,955,617,Rider Late,15:32:56
990,1981,270,622,Rider Late,06:10:45
991,9063,260,892,Rider Late,23:33:54
992,3553,37,404,Traffic Issue,18:21:02
993,9447,537,811,Changed Plan,04:28:52
994,7262,1677,941,Changed Plan,00:24:18
995,6869,3,186,Changed Plan,09:19:18
996,7715,723,21,Traffic Issue,10:11:29
997,5756,1710,233,Rider Late,18:24:21
998,2314,1463,271,Driver Late,23:10:59
999,4341,203,241,Rider Late,23:28:49
1000,7405,1582,952,Traffic Issue,03:49:38
1001,9549,554,514,Rider Late,08:17:50
1002,4371,1444,865,Rider Late,12:40:26
1003,3665,199,900,Driver Late,21:39:48
1004,9236,507,33,Changed Plan,19:35:43
1005,2731,932,853,Driver Late,02:25:40
1006,41,2000,587,Traffic Issue,16:09:40
1007,935,692,413,Rider Late,04:52:37
1008,1915,1232,875,Wrong Pickup,05:13:56
1009,2947,793,841,Changed Plan,08:08:42
1010,2594,1832,633,Driver Late,08:45:42
1011,3203,1929,256,Wrong Pickup,01:06:44
1012,8109,1043,844,Traffic Issue,12:21:19
1013,1507,979,815,Changed Plan,05:34:49
1014,7977,1293,917,Changed Plan,09:21:38
1015,2069,511,895,Wrong Pickup,13:32:49
1016,7762,1377,523,Driver Late,01:04:07
1017,8824,1436,878,Traffic Issue,10:06:38
1018,2615,1116,980,Traffic Issue,00:18:06
1019,3508,1424,708,Traffic Issue,03:12:29
1020,8979,763,797,Traffic Issue,08:52:53
1021,5268,1737,747,Wrong Pickup,18:00:37
1022,689,1679,85,Rider Late,03:25:32
1023,1718,1414,362,Changed Plan,01:31:17
1024,4450,771,121,Rider Late,23:55:36
1025,2092,40,810,Traffic Issue,06:46:54
1026,618,1032,893,Wrong Pickup,11:16:06
1027,9298,1274,930,Rider Late,12:13:52
1028,7530,181,157,Driver Late,13:56:09
1029,5273,1033,740,Rider Late,19:08:14
1030,8909,1099,715,Rider Late,04:31:30
1031,4772,724,204,Rider Late,18:01:57
1032,4632,1484,381,Driver Late,07:50:52
1033,6440,1748,212,Traffic Issue,07:43:54
1034,6682,1998,450,Driver Late,13:53:17
1035,6894,1070,314,Wrong Pickup,18:44:39
1036,104,1371,106,Rider Late,08:47:18
1037,1015,736,182,Wrong Pickup,23:35:55
1038,7653,1464,395,Rider Late,10:44:17
1039,5544,706,939,Changed Plan,16:39:20
1040,6220,1036,338,Changed Plan,04:40:14
1041,1765,1586,103,Driver Late,16:49:35
1042,9087,1355,289,Driver Late,16:49:11
1043,9397,1392,516,Rider Late,23:46:13
1044,9692,415,558,Driver Late,16:12:55
1045,5248,1522,98,Wrong Pickup,20:42:46
1046,1905,126,677,Changed Plan,16:27:35
1047,107,1710,661,Changed Plan,04:24:52
1048,4232,1927,327,Driver Late,19:55:48
1049,4994,1111,551,Traffic Issue,18:26:07
1050,7755,626,687,Rider Late,01:54:19
1051,8672,1824,875,Traffic Issue,07:49:00
1052,432,1581,637,Wrong Pickup,00:52:39
1053,8441,177,380,Wrong Pickup,10:03:23
1054,7565,957,435,Driver Late,14:45:32
1055,4909,780,933,Driver Late,00:05:18
1056,1864,909,15,Rider Late,20:24:41
1057,1518,1406,180,Changed Plan,17:37:11
1058,4877,1847,390,Traffic Issue,07:16:02
1059,9626,299,964,Rider Late,10:09:45
1060,8175,862,921,Wrong Pickup,21:53:02
1061,4504,1107,949,Rider Late,11:42:30
1062,7377,264,254,Wrong Pickup,02:32:36
1063,6224,802,644,Rider Late,07:46:16
1064,3666,1873,483,Wrong Pickup,16:05:49
1065,1037,1275,893,Driver Late,05:53:57
1066,8739,80,40,Changed Plan,05:23:51
1067,3052,1095,746,Driver Late,15:37:35
1068,6625,77,631,Wrong Pickup,17:01:37
1069,74,601,269,Driver Late,20:05:12
1070,5099,1504,534,Traffic Issue,03:25:55
1071,5674,1093,652,Wrong Pickup,12:47:18
1072,5617,20,216,Wrong Pickup,06:35:40
1073,4080,100,866,Traffic Issue,02:28:28
1074,5437,1882,687,Changed Plan,12:45:55
1075,9465,252,762,Driver Late,22:59:36
1076,3268,1077,760,Driver Late,14:41:34
1077,753,1455,772,Driver Late,05:49:03
1078,2042,380,648,Wrong Pickup,09:48:14
1079,1772,494,183,Driver Late,08:55:24
1080,5819,1285,235,Rider Late,19:07:24
1081,183,310,660,Changed Plan,01:28:37
1082,9054,1275,524,Rider Late,11:35:29
1083,8959,1941,315,Driver Late,12:18:59
1084,4944,763,493,Traffic Issue,09:38:09
1085,5986,549,893,Rider Late,23:09:13
1086,4418,1682,51,Driver Late,14:35:39
1087,5062,1475,721,Traffic Issue,00:35:04
1088,3844,416,2,Traffic Issue,09:42:14
1089,9614,724,52,Changed Plan,19:02:35
1090,239,993,279,Changed Plan,01:44:08
1091,8996,1671,45,Driver Late,13:20:01
1092,7134,1121,728,Changed Plan,12:05:18
1093,7341,516,507,Rider Late,02:31:13
1094,9934,1889,787,Driver Late,23:55:52
1095,9893,789,890,Rider Late,08:54:42
1096,6208,1794,773,Rider Late,22:55:35
1097,3866,767,349,Driver Late,23:15:07
1098,7660,55,720,Changed Plan,10:16:40
1099,1823,766,355,Driver Late,15:50:24
1100,9106,457,510,Rider Late,17:54:42
1101,4636,360,898,Rider Late,21:40:00
1102,9302,940,528,Changed Plan,10:12:09
1103,1703,1546,233,Rider Late,04:39:59
1104,2422,1118,462,Wrong Pickup,15:47:20
1105,4905,1507,453,Wrong Pickup,16:42:33
1106,6719,1210,326,Wrong Pickup,03:40:20
1107,4434,581,561,Driver Late,20:27:34
1108,8097,39,250,Rider Late,12:30:57
1109,8685,90,992,Traffic Issue,02:53:48
1110,3782,142,425,Wrong Pickup,09:55:52
1111,2935,430,182,Driver Late,16:22:18
1112,7697,1242,574,Rider Late,17:43:24
1113,2037,494,834,Changed Plan,12:16:25
1114,250,835,501,Rider Late,10:54:33
1115,9860,313,49,Driver Late,01:52:14
1116,7469,219,256,Traffic Issue,20:53:13
1117,480,1858,14,Rider Late,09:03:27
1118,9976,1140,379,Wrong Pickup,11:32:23
1119,4783,823,473,Driver Late,10:11:50
1120,2050,929,771,Changed Plan,00:32:41
1121,6293,1680,973,Changed Plan,10:38:03
1122,709,1340,351,Driver Late,11:12:31
1123,8943,736,543,Driver Late,08:04:14
1124,5378,1008,858,Changed Plan,02:56:11
1125,6572,855,49,Driver Late,13:07:46
1126,6555,1717,937,Wrong Pickup,02:51:18
1127,9605,569,755,Driver Late,13:24:09
1128,5474,1290,978,Driver Late,10:40:16
1129,993,764,536,Changed Plan,06:31:02
1130,6391,1832,88,Traffic Issue,14:17:17
1131,5437,857,903,Changed Plan,07:23:56
1132,2929,82,819,Rider Late,18:48:14
1133,7435,1307,154,Driver Late,16:59:36
1134,4535,1072,488,Driver Late,04:38:14
1135,8796,745,339,Driver Late,18:26:00
1136,8624,777,116,Rider Late,09:05:19
1137,2717,1574,266,Traffic Issue,16:06:12
1138,922,945,500,Changed Plan,10:46:36
1139,3918,1175,103,Changed Plan,05:04:43
1140,7219,1200,937,Rider Late,00:54:59
1141,6717,1214,204,Driver Late,23:50:28
1142,1777,1145,593,Wrong Pickup,21:39:54
1143,8377,1780,215,Driver Late,07:36:21
1144,337,1389,70,Changed Plan,06:02:29
1145,8908,151,977,Changed Plan,11:43:22
1146,6490,1957,947,Traffic Issue,08:58:21
1147,3689,617,197,Driver Late,11:04:49
1148,8870,492,54,Rider Late,14:30:05
1149,465,965,748,Wrong Pickup,04:47:04
1150,944,1397,278,Driver Late,23:17:41
1151,3401,616,725,Driver Late,01:40:00
1152,7419,708,551,Wrong Pickup,15:54:34
1153,8152,1044,801,Driver Late,20:34:03
1154,7101,1312,551,Traffic Issue,05:28:09
1155,158,376,905,Changed Plan,10:53:08
1156,6914,1039,477,Driver Late,02:22:02
1157,319,1896,77,Traffic Issue,06:06:06
1158,6057,1229,726,Changed Plan,19:58:14
1159,2496,369,794,Changed Plan,08:11:11
1160,5582,1045,219,Changed Plan,07:23:37
1161,5793,652,441,Changed Plan,20:51:19
1162,7173,5,590,Wrong Pickup,22:58:29
1163,1840,427,216,Changed Plan,16:20:59
1164,2774,324,257,Rider Late,16:42:37
1165,2936,915,171,Traffic Issue,12:23:52
1166,1486,1916,786,Changed Plan,19:56:01
1167,3215,42,710,Driver Late,19:57:18
1168,521,1054,388,Traffic Issue,19:21:40
1169,9431,680,44,Changed Plan,02:11:41
1170,8485,441,415,Wrong Pickup,10:11:04
1171,3984,1377,432,Changed Plan,03:53:19
1172,757,1255,169,Traffic Issue,23:19:01
1173,6158,520,586,Wrong Pickup,12:00:18
1174,5020,1973,276,Traffic Issue,06:38:31
1175,6297,707,83,Traffic Issue,22:25:15
1176,3269,1109,464,Wrong Pickup,01:04:00
1177,2225,206,1000,Driver Late,05:56:45
1178,1890,1600,242,Changed Plan,15:26:46
1179,3469,678,596,Traffic Issue,06:42:38
1180,1849,698,691,Changed Plan,00:55:15
1181,5492,944,649,Driver Late,14:11:12
1182,871,1722,25,Rider Late,20:18:04
1183,3879,1558,499,Traffic Issue,05:29:22
1184,567,1884,521,Traffic Issue,17:56:10
1185,3005,1048,752,Rider Late,07:44:41
1186,3827,1214,493,Wrong Pickup,08:58:14
1187,7416,1099,126,Driver Late,08:33:26
1188,4693,1108,455,Driver Late,15:07:46
1189,2071,661,329,Wrong Pickup,03:23:45
1190,8349,1310,827,Driver Late,22:08:18
1191,1077,1436,42,Wrong Pickup,22:45:59
1192,6416,1492,401,Traffic Issue,04:46:08
1193,8663,22,597,Rider Late,00:46:42
1194,1958,324,226,Changed Plan,01:21:21
1195,5484,1614,829,Rider Late,00:08:39
1196,5458,1692,163,Changed Plan,06:26:01
1197,3051,315,839,Changed Plan,06:45:03
1198,3361,1376,731,Driver Late,10:31:51
1199,187,1768,553,Driver Late,05:14:47
1200,8041,156,555,Traffic Issue,04:07:02
1201,3894,927,475,Changed Plan,16:06:50
1202,3686,649,369,Changed Plan,10:18:20
1203,5100,538,542,Traffic Issue,10:44:45
1204,7508,434,812,Rider Late,17:47:25
1205,3414,704,615,Traffic Issue,22:39:08
1206,4160,1645,164,Wrong Pickup,11:35:11
1207,7652,797,281,Wrong Pickup,01:38:31
1208,9056,1569,722,Rider Late,14:35:44
1209,4401,1320,904,Rider Late,16:29:51
1210,5614,178,642,Changed Plan,00:54:14
1211,6947,778,172,Driver Late,17:37:34
1212,1365,62,643,Wrong Pickup,04:42:45
1213,1289,1647,456,Traffic Issue,14:28:37
1214,8811,232,816,Changed Plan,08:27:56
1215,8135,555,275,Rider Late,09:32:24
1216,4012,1234,729,Rider Late,16:13:20
1217,2635,48,537,Wrong Pickup,04:44:05
1218,42,1535,507,Traffic Issue,14:43:04
1219,6764,1718,732,Rider Late,19:51:24
1220,314,1810,168,Rider Late,10:23:19
1221,735,1543,39,Wrong Pickup,03:23:33
1222,7466,62,705,Traffic Issue,19:45:54
1223,7029,181,352,Traffic Issue,19:26:08
1224,7561,844,508,Rider Late,16:20:35
1225,3743,1420,525,Changed Plan,09:31:10
1226,4345,1264,779,Changed Plan,16:46:30
