payment_id,ride_id,customer_id,amount_paid,payment_method,transaction_status,transaction_date
2280,413,418,85.56,Wallet,Pending,2025-01-15
2281,9968,604,492.12,Wallet,Pending,2025-02-15
2282,8828,1333,473.64,UPI,Pending,2025-01-18
2283,6127,528,362.27,Cash,Pending,2025-01-31
2284,8665,521,283.36,UPI,Pending,2025-01-25
2285,6295,123,185.84,UPI,Pending,2025-02-19
2286,5967,896,394.55,Card,Success,2025-01-13
2287,3455,229,189.19,UPI,Pending,2025-01-06
2288,3697,1556,404.96,Wallet,Success,2025-01-17
2289,8414,634,79.81,Cash,Success,2025-02-10
2290,6866,375,164.61,Card,Failed,2025-02-17
2291,2234,1967,471.93,Card,Success,2025-02-05
2292,8118,16,182.54,Wallet,Pending,2025-03-01
2293,1756,1872,401.4,UPI,Success,2025-02-03
2294,6212,1465,196.26,UPI,Pending,2025-01-18
2295,4737,948,122.17,Card,Pending,2025-01-08
2296,956,959,205.73,UPI,Pending,2025-01-12
2297,5614,1618,353.5,UPI,Success,2025-01-31
2298,4865,1544,384.65,Wallet,Failed,2025-01-18
2299,8400,1868,91.36,Cash,Pending,2025-01-19
2300,4323,957,495.83,Cash,Failed,2025-01-08
2301,3205,955,261.88,Wallet,Pending,2025-02-27
2302,1303,1182,411.49,UPI,Success,2025-01-20
2303,2531,716,80.18,UPI,Success,2025-02-04
2304,129,1706,193.43,UPI,Failed,2025-02-16
2305,6564,905,242.62,Card,Failed,2025-02-04
2306,7946,1942,263.36,Wallet,Failed,2025-02-27
2307,8355,514,274.33,Card,Pending,2025-01-07
2308,2805,1278,282.53,Cash,Failed,2025-01-13
2309,1587,602,233.68,Wallet,Failed,2025-02-26
2310,1444,559,46.74,Card,Pending,2025-02-14
2311,8995,1727,347.71,Cash,Success,2025-01-09
2312,3077,544,177.66,UPI,Pending,2025-02-07
2313,155,1394,67.19,UPI,Failed,2025-01-28
2314,2490,845,366.93,UPI,Failed,2025-01-20
2315,257,1673,225.63,Card,Pending,2025-03-02
2316,4494,376,472.6,Card,Success,2025-02-07
2317,3000,1524,458.72,Wallet,Failed,2025-02-08
2318,4115,1003,312.27,Card,Success,2025-02-19
2319,7700,782,186.54,UPI,Pending,2025-02-13
2320,9854,830,82.51,Cash,Failed,2025-01-06
2321,5514,1528,208.54,UPI,Success,2025-03-01
2322,2126,550,341.88,Cash,Failed,2025-02-28
2323,927,384,150.63,Wallet,Failed,2025-02-28
2324,3746,1881,326.8,Wallet,Failed,2025-02-23
2325,8423,927,348.12,UPI,Pending,2025-03-01
2326,7910,495,441.22,UPI,Failed,2025-02-10
2327,8509,31,178.3,UPI,Failed,2025-01-24
2328,2362,672,496.06,Card,Pending,2025-02-28
2329,69,232,375.26,Wallet,Pending,2025-01-14
2330,8699,120,236.74,UPI,Failed,2025-01-21
2331,4996,529,402,UPI,Success,2025-02-18
2332,8907,1998,165.79,Cash,Pending,2025-01-05
2333,210,862,157.75,Wallet,Pending,2025-01-30
2334,1774,652,76.51,Wallet,Pending,2025-02-28
2335,1454,1726,220.46,Cash,Pending,2025-02-14
2336,8795,961,465.95,Wallet,Success,2025-02-27
2337,3222,1012,35.76,Card,Pending,2025-02-02
2338,3154,468,215.1,UPI,Failed,2025-02-05
2339,9107,429,188.82,Card,Failed,2025-02-03
2340,5237,1415,62.93,Wallet,Pending,2025-02-08
2341,621,1989,334.2,Wallet,Success,2025-02-17
2342,623,1598,299.27,Wallet,Failed,2025-01-02
2343,4217,1601,92.5,UPI,Failed,2025-01-06
2344,2403,535,432.59,Card,Failed,2025-02-27
2345,3366,1246,149.48,Card,Failed,2025-01-17
2346,7217,168,316.83,Card,Failed,2025-02-22
2347,5728,669,45.01,UPI,Pending,2025-02-11
2348,7344,386,152.55,Cash,Failed,2025-01-15
2349,5663,309,207.11,Wallet,Success,2025-02-27
2350,9373,1225,186.53,Wallet,Success,2025-01-17
2351,397,297,349.27,Wallet,Failed,2025-02-12
2352,5966,715,376.2,Card,Failed,2025-01-16
2353,1112,1612,126.48,Wallet,Pending,2025-01-21
2354,6871,1675,50.84,UPI,Failed,2025-02-25
2355,2723,942,274.71,Cash,Pending,2025-01-11
2356,8018,1406,164.91,Card,Failed,2025-01-24
2357,6299,1192,136.15,Wallet,Failed,2025-01-19
2358,876,1273,83.53,Card,Failed,2025-01-24
2359,5935,305,420.05,Cash,Failed,2025-01-13
2360,4151,97,254.43,Card,Failed,2025-01-08
2361,2595,1950,61.6,Wallet,Pending,2025-01-23
2362,6499,1005,483.07,Cash,Success,2025-02-20
2363,7524,669,346.61,Card,Pending,2025-02-26
2364,4814,1623,361.74,Wallet,Failed,2025-03-03
2365,6762,335,337.53,UPI,Success,2025-02-11
2366,1104,1052,167.82,Wallet,Success,2025-02-20
2367,2318,970,267.22,Card,Success,2025-01-23
2368,3081,67,326.16,Cash,Failed,2025-02-27
2369,7008,1266,133.69,Card,Failed,2025-01-29
2370,1432,394,440.06,Card,Pending,2025-01-27
2371,2226,1575,346.72,Card,Success,2025-01-27
2372,7693,1985,453.64,Cash,Pending,2025-02-20
2373,3245,120,242.51,Card,Success,2025-01-25
2374,7497,870,281.82,UPI,Success,2025-02-13
2375,7517,492,254.85,UPI,Failed,2025-03-02
2376,5820,1908,374.93,Wallet,Pending,2025-01-22
2377,8336,899,326.4,Card,Pending,2025-02-09
2378,5918,554,454.98,Wallet,Pending,2025-01-25
2379,1405,358,306.99,Card,Success,2025-01-12
2380,6240,1559,85.13,Cash,Failed,2025-02-06
2381,7131,487,275.51,Cash,Success,2025-01-29
2382,5782,270,171.86,Cash,Success,2025-02-02
2383,1787,1225,285.71,Cash,Pending,2025-01-17
2384,5949,516,49.26,UPI,Success,2025-01-28
2385,7498,1565,289.75,UPI,Success,2025-01-19
2386,998,1714,211.07,Wallet,Pending,2025-02-23
2387,2380,1135,250.67,Wallet,Success,2025-01-02
2388,5628,1402,489.29,Wallet,Failed,2025-03-01
2389,7009,108,156.22,Card,Success,2025-02-07
2390,9516,959,219.73,Wallet,Failed,2025-01-10
2391,4856,584,35.42,Cash,Failed,2025-01-22
2392,1861,1240,50.58,Wallet,Failed,2025-02-15
2393,639,315,158.91,Wallet,Failed,2025-01-28
2394,7824,1806,274.45,UPI,Pending,2025-02-24
2395,1558,1081,129.43,UPI,Success,2025-02-19
2396,4282,949,45.7,UPI,Pending,2025-02-14
2397,7709,595,290.13,UPI,Success,2025-01-08
2398,5141,1929,89.13,Cash,Success,2025-02-04
2399,2543,1318,98.29,UPI,Failed,2025-01-09
2400,2556,519,470.47,UPI,Success,2025-01-02
2401,127,1712,432.63,Wallet,Pending,2025-01-25
2402,1464,1785,332.95,Wallet,Success,2025-01-10
2403,9651,1290,219.48,UPI,Pending,2025-02-10
2404,1103,1954,77.08,UPI,Failed,2025-02-23
2405,6182,430,72.2,Card,Failed,2025-02-12
2406,2910,313,206.8,Wallet,Failed,2025-02-02
2407,1599,1674,418.27,Wallet,Failed,2025-02-07
2408,4713,1316,158.98,Wallet,Success,2025-01-01
2409,3723,1444,251.06,Wallet,Failed,2025-01-31
2410,1217,1625,114.77,Wallet,Pending,2025-01-05
2411,3228,1804,45.32,Cash,Pending,2025-01-27
2412,6033,1299,478.97,UPI,Failed,2025-01-02
2413,5549,907,363.81,UPI,Failed,2025-01-30
2414,4868,776,422.46,Wallet,Success,2025-01-11
2415,2494,1503,375.45,Card,Success,2025-03-01
2416,8786,483,440.86,Wallet,Pending,2025-01-27
2417,4026,965,91.8,Card,Success,2025-02-21
2418,6037,1812,415.03,Wallet,Success,2025-01-17
2419,3521,1490,265.43,Wallet,Failed,2025-02-09
2420,9789,1516,164.79,Wallet,Success,2025-01-01
2421,9474,1306,128.64,Cash,Pending,2025-01-02
2422,7229,1356,310.96,Wallet,Success,2025-02-22
2423,2318,290,141.63,Card,Pending,2025-03-01
2424,6725,50,374.19,UPI,Success,2025-02-07
2425,9137,1602,36.45,Cash,Success,2025-01-05
2426,6574,516,381.78,Cash,Pending,2025-01-07
2427,9867,1104,78.93,Cash,Success,2025-02-03
2428,1987,1464,487.63,Cash,Success,2025-01-29
2429,4561,1588,397.6,Card,Failed,2025-01-29
2430,2847,862,159.45,Cash,Success,2025-01-10
2431,4279,1528,33.62,Wallet,Success,2025-01-13
2432,3813,145,101.3,Cash,Success,2025-03-03
2433,3451,1825,132.56,Cash,Pending,2025-02-10
2434,9390,395,452.78,UPI,Pending,2025-01-25
2435,1965,657,412.97,Wallet,Success,2025-01-31
2436,3979,760,206.73,Cash,Success,2025-01-28
2437,6183,1061,405.18,Wallet,Success,2025-01-30
2438,1631,191,330.45,Cash,Pending,2025-01-12
2439,8870,1291,184.7,Cash,Success,2025-01-13
2440,1301,36,440.96,UPI,Pending,2025-02-22
2441,4838,1951,129.44,Wallet,Pending,2025-02-23
2442,1036,483,472.26,Wallet,Failed,2025-01-17
2443,839,760,456.55,Card,Failed,2025-02-15
2444,6461,679,177.04,Card,Failed,2025-02-12
2445,4548,199,420.9,Cash,Failed,2025-02-05
2446,362,1281,499.73,Cash,Pending,2025-01-21
2447,2879,1417,195.43,Cash,Failed,2025-02-17
2448,2794,1800,40.53,Card,Pending,2025-02-09
2449,9305,1256,395.87,UPI,Success,2025-01-02
2450,6989,1867,428.84,Card,Failed,2025-01-19
2451,8890,646,460.24,Wallet,Success,2025-02-20
2452,4418,1935,251.44,Cash,Failed,2025-01-10
2453,9744,550,486.56,Wallet,Success,2025-02-26
2454,3943,1946,148.01,Wallet,Failed,2025-02-16
2455,4852,1737,287.63,Cash,Pending,2025-01-17
2456,9199,689,451.72,Card,Pending,2025-02-13
2457,6944,1557,39.15,Wallet,Failed,2025-02-23
2458,7460,1445,317.32,UPI,Pending,2025-01-09
2459,2995,604,365.44,Cash,Failed,2025-02-03
2460,603,977,35.83,UPI,Pending,2025-01-09
2461,5620,164,264.53,Wallet,Failed,2025-02-12
2462,8172,1618,206.78,Cash,Success,2025-01-18
2463,9863,156,240.09,Wallet,Failed,2025-01-10
2464,1503,566,215.35,Wallet,Success,2025-01-09
2465,3635,325,332.22,Card,Failed,2025-01-31
2466,4534,1421,105.25,Wallet,Pending,2025-01-26
2467,9281,574,105.78,UPI,Success,2025-01-12
2468,3008,327,427.15,Card,Success,2025-02-10
2469,5860,625,453.83,Card,Success,2025-02-19
2470,3818,1832,70.78,UPI,Success,2025-01-09
2471,5100,1060,87.41,UPI,Pending,2025-02-28
2472,6206,1749,133.97,Wallet,Failed,2025-01-30
2473,8853,688,292.51,Wallet,Success,2025-02-28
2474,715,890,115.29,UPI,Success,2025-01-18
2475,8389,1944,236.84,Wallet,Failed,2025-01-15
2476,8106,197,387.23,Wallet,Failed,2025-01-23
2477,851,1261,307.34,UPI,Pending,2025-01-17
2478,9373,173,75.2,UPI,Pending,2025-02-21
2479,9917,405,358.73,Card,Success,2025-01-13
2480,5866,715,247.81,UPI,Success,2025-01-14
2481,2472,660,368.06,Wallet,Failed,2025-01-06
2482,8229,246,470.07,Card,Success,2025-02-21
2483,5550,462,280.53,Cash,Failed,2025-01-03
2484,728,1476,180.47,UPI,Success,2025-01-01
2485,4471,1737,251.26,Cash,Success,2025-01-25
2486,905,330,457.15,Cash,Pending,2025-02-07
2487,2829,1596,87.89,Card,Failed,2025-02-04
2488,3590,1,205.73,UPI,Failed,2025-02-22
2489,5405,653,473.31,Wallet,Success,2025-02-07
2490,3479,662,107.31,Card,Pending,2025-02-18
2491,2902,1173,279.95,Cash,Pending,2025-01-27
2492,2800,440,164.6,Card,Failed,2025-01-24
2493,9111,1743,90.74,Card,Failed,2025-01-27
2494,6457,125,309.98,Card,Pending,2025-02-17
2495,8498,1111,468.29,Cash,Pending,2025-02-25
2496,7201,349,251.6,Cash,Failed,2025-01-16
2497,7939,1422,353.18,Card,Pending,2025-01-27
2498,315,1666,42.41,Cash,Success,2025-01-26
2499,3246,583,451.93,Card,Success,2025-03-02
2500,7169,1424,462.55,Cash,Failed,2025-01-07
2501,1506,1980,69.88,Cash,Success,2025-02-25
2502,9573,993,238.77,Wallet,Success,2025-01-21
2503,171,1620,304.78,Wallet,Failed,2025-01-29
2504,2188,1109,408.68,Card,Pending,2025-01-28
2505,6225,1721,460.12,Wallet,Pending,2025-01-26
2506,9778,1122,324.57,Wallet,Failed,2025-01-08
2507,9862,1247,469.92,Cash,Failed,2025-02-22
2508,1737,426,402.59,UPI,Success,2025-02-28
2509,733,1316,428.67,Cash,Failed,2025-02-24
2510,7195,1911,87.46,Card,Pending,2025-02-28
2511,4727,736,140.76,Card,Failed,2025-02-02
2512,6662,627,286.83,Card,Success,2025-01-30
2513,7467,12,225.67,UPI,Success,2025-02-03
2514,4633,238,275.9,Cash,Pending,2025-02-06
2515,6586,1232,304.97,UPI,Pending,2025-02-17
2516,5926,973,366.54,Cash,Failed,2025-01-04
2517,5053,737,372.34,UPI,Failed,2025-01-14
2518,7070,1742,485.19,Cash,Failed,2025-01-20
2519,8742,940,185.87,Cash,Success,2025-01-08
2520,3271,188,340.74,Wallet,Success,2025-02-23
2521,572,222,93.5,Cash,Success,2025-02-17
2522,8290,234,414.02,Card,Failed,2025-02-07
2523,238,1581,335.05,Cash,Success,2025-01-19
2524,4053,1704,271.92,Wallet,Failed,2025-02-16
2525,9378,1216,445.76,Wallet,Success,2025-01-01
2526,7856,1507,151.64,Card,Success,2025-01-08
2527,9287,1192,294.68,UPI,Failed,2025-01-22
2528,2597,1781,214.32,Card,Pending,2025-01-03
2529,4206,332,44.89,UPI,Success,2025-01-01
2530,5411,533,391.68,Card,Success,2025-02-25
2531,907,1707,301.74,Cash,Pending,2025-01-29
2532,7415,1088,447.57,Wallet,Failed,2025-02-01
2533,3996,423,355.17,Wallet,Pending,2025-03-02
2534,3089,1482,286.23,UPI,Success,2025-02-26
2535,3886,1564,55.99,Wallet,Pending,2025-02-28
2536,9504,282,438.91,UPI,Pending,2025-02-08
2537,478,781,316.66,Wallet,Success,2025-02-04
2538,4071,426,302.51,Wallet,Pending,2025-02-10
2539,8049,1061,322.4,Wallet,Success,2025-02-03
2540,164,1689,229.94,UPI,Success,2025-02-02
2541,5214,112,181.53,Wallet,Failed,2025-01-18
2542,1174,1749,133.05,Card,Pending,2025-02-11
2543,5209,625,149.86,Card,Pending,2025-02-23
2544,3973,644,222.16,Card,Pending,2025-01-03
2545,2116,1141,317.21,Card,Pending,2025-01-04
2546,7981,662,431.26,Cash,Pending,2025-02-06
2547,5367,874,366.63,Card,Pending,2025-02-25
2548,7503,1044,47.53,UPI,Pending,2025-01-16
2549,6851,1689,50.42,Wallet,Pending,2025-01-09
2550,2018,1113,66.74,Card,Success,2025-01-11
2551,4157,610,418.57,Card,Pending,2025-01-17
2552,9917,1683,322.64,Cash,Success,2025-02-18
2553,8383,1079,315.82,UPI,Pending,2025-02-03
2554,3243,346,466.73,Card,Success,2025-01-21
2555,9293,1994,257.61,UPI,Failed,2025-03-02
2556,6740,1515,76.22,UPI,Failed,2025-01-28
2557,3747,731,70.25,Cash,Success,2025-01-08
2558,8395,1123,453.17,Card,Pending,2025-02-25
2559,1632,430,263.61,Cash,Pending,2025-01-08
2560,4257,787,467.75,Card,Pending,2025-01-18
2561,5654,1906,260.52,Cash,Success,2025-02-10
2562,7773,1923,325.02,UPI,Failed,2025-01-24
2563,5141,1520,268.12,Card,Pending,2025-02-24
2564,7405,562,470.96,UPI,Pending,2025-02-04
2565,1774,1490,486.69,Card,Success,2025-01-20
2566,6118,1686,449.48,Card,Success,2025-02-26
2567,9249,176,212.96,Card,Failed,2025-01-13
2568,1909,1152,441.25,UPI,Failed,2025-01-31
2569,7905,268,181.42,Cash,Success,2025-01-15
2570,5618,435,400.61,UPI,Failed,2025-02-22
2571,3121,650,485.04,UPI,Success,2025-02-09
2572,6653,1068,469.19,Wallet,Failed,2025-01-25
2573,4414,609,209.42,Wallet,Pending,2025-03-03
2574,4062,1271,250.22,Cash,Pending,2025-01-23
2575,9750,1928,186.04,UPI,Failed,2025-02-04
2576,8784,1008,423.34,UPI,Success,2025-01-03
2577,4495,586,362.24,Cash,Failed,2025-02-13
2578,197,1098,406.36,Card,Success,2025-02-19
2579,5527,80,371.17,Wallet,Success,2025-02-13
2580,808,1644,387.44,Cash,Failed,2025-02-25
2581,3404,271,203.68,Wallet,Failed,2025-02-17
2582,1106,1725,368.67,Cash,Pending,2025-02-18
2583,2660,1248,499.63,Wallet,Success,2025-01-20
2584,8277,1979,480.55,UPI,Pending,2025-01-02
2585,9672,1324,371.29,UPI,Failed,2025-01-01
2586,7915,127,135.38,UPI,Pending,2025-01-02
2587,2857,413,253.19,UPI,Failed,2025-02-19
2588,1725,566,180.41,Card,Success,2025-02-08
2589,664,1330,494.08,Cash,Success,2025-03-02
2590,8791,1143,178.29,Card,Success,2025-02-15
2591,3368,1066,107.96,Card,Failed,2025-01-30
2592,4194,1811,295.16,Wallet,Success,2025-02-27
2593,4915,286,441.49,Card,Success,2025-01-21
2594,8580,1248,169.97,Wallet,Failed,2025-01-28
2595,4388,1394,409.72,Cash,Failed,2025-01-26
2596,6025,681,444.79,UPI,Success,2025-02-25
2597,6646,119,409.29,UPI,Pending,2025-01-01
2598,3336,1149,135.09,Card,Success,2025-03-01
2599,3519,1680,86.99,Cash,Pending,2025-02-19
2600,5590,111,314.75,UPI,Success,2025-01-24
2601,4110,1998,332.16,Cash,Success,2025-01-08
2602,1963,447,434.93,Cash,Success,2025-01-30
2603,6297,1463,120.73,Wallet,Pending,2025-01-13
2604,9136,1618,131.88,Card,Failed,2025-01-15
2605,7472,1891,131.29,Card,Success,2025-03-02
2606,7340,1941,120.23,UPI,Success,2025-02-18
2607,3172,1734,101.1,Wallet,Failed,2025-01-31
2608,7772,1768,376.61,Wallet,Success,2025-01-06
2609,7656,1139,223.51,Wallet,Success,2025-02-02
2610,1734,1176,436.2,Card,Failed,2025-01-16
2611,5645,1022,30.01,Cash,Success,2025-01-14
2612,2337,259,338.33,Cash,Success,2025-02-10
2613,3510,96,423.48,Cash,Failed,2025-01-21
2614,2687,1116,114.22,Cash,Success,2025-01-27
2615,9702,1660,267.22,Card,Failed,2025-02-05
2616,4618,1176,157.73,UPI,Pending,2025-01-25
2617,4350,174,161.71,Wallet,Pending,2025-02-25
2618,8689,340,167.88,UPI,Failed,2025-02-06
2619,2310,88,110.33,Card,Pending,2025-01-19
2620,5421,671,421.02,Wallet,Success,2025-02-05
2621,5147,1137,110.71,Wallet,Success,2025-01-26
2622,2986,1953,492.96,Cash,Success,2025-01-28
2623,4037,27,489.13,Wallet,Success,2025-01-04
2624,3550,1184,137.64,Wallet,Pending,2025-01-17
2625,286,181,191.51,Cash,Failed,2025-02-15
2626,5995,1848,341.74,UPI,Failed,2025-01-24
2627,2165,285,472.12,Wallet,Failed,2025-02-22
2628,8012,403,173.21,Card,Pending,2025-01-27
2629,7235,998,80.93,Wallet,Pending,2025-01-31
2630,6474,333,90.39,Cash,Failed,2025-03-01
2631,3813,472,465.26,UPI,Success,2025-01-04
2632,4506,439,89.7,Wallet,Failed,2025-02-21
2633,6542,229,30.69,UPI,Success,2025-01-20
2634,3436,1188,77.07,Cash,Success,2025-02-22
2635,7112,1523,320.33,Cash,Failed,2025-01-28
2636,8171,638,369.26,UPI,Success,2025-02-17
2637,5174,1524,308.7,Cash,Failed,2025-02-16
2638,4065,1094,160.99,UPI,Failed,2025-02-06
2639,2125,997,84.08,Cash,Success,2025-02-03
2640,1841,1958,284.59,UPI,Pending,2025-01-12
2641,1839,1745,119.88,Wallet,Failed,2025-02-21
2642,2206,1223,412.81,Card,Pending,2025-03-02
2643,2625,85,212.96,Card,Success,2025-01-28
2644,9973,738,470.49,Card,Success,2025-01-23
2645,7844,467,67.4,Card,Success,2025-02-06
2646,4674,671,400.63,Wallet,Failed,2025-03-01
2647,1743,583,497.03,Cash,Failed,2025-01-24
2648,3502,1278,336.31,Wallet,Success,2025-01-04
2649,2585,84,246.17,Cash,Failed,2025-02-02
2650,6279,1482,485.57,Wallet,Success,2025-01-11
2651,6953,1649,359.08,Wallet,Success,2025-03-03
2652,7604,1057,489.9,Card,Success,2025-02-03
2653,8937,1415,134.93,UPI,Success,2025-01-14
2654,2410,645,71.38,UPI,Success,2025-01-27
2655,3870,335,401.08,Wallet,Success,2025-01-18
2656,6975,555,479.96,UPI,Success,2025-02-19
2657,3124,662,164.93,Wallet,Pending,2025-01-13
2658,4359,1084,176.35,Card,Failed,2025-02-20
2659,6178,497,165.93,Cash,Success,2025-02-22
2660,8371,715,324.28,UPI,Success,2025-01-13
2661,6560,1441,399.03,Cash,Success,2025-02-11
2662,3744,254,330.2,Cash,Success,2025-02-07
2663,1689,1237,307.02,Cash,Failed,2025-02-15
2664,2169,599,69,UPI,Pending,2025-01-19
2665,9337,1944,334.7,UPI,Pending,2025-02-02
2666,7099,110,30.28,UPI,Pending,2025-03-01
2667,8963,1347,252.25,Wallet,Pending,2025-02-14
2668,2600,1461,87.93,Wallet,Success,2025-01-24
2669,8451,1812,465.32,Card,Failed,2025-01-03
2670,2861,712,240.1,UPI,Pending,2025-02-12
2671,9603,1044,162.01,Wallet,Failed,2025-01-01
2672,1156,1871,132.1,Wallet,Failed,2025-02-12
2673,1299,1882,268.71,Card,Pending,2025-01-15
2674,678,1664,214.42,Wallet,Success,2025-02-10
2675,4511,135,430.27,Cash,Failed,2025-01-06
2676,5869,1382,296.95,Cash,Failed,2025-01-27
2677,3735,316,289.79,UPI,Success,2025-02-13
2678,5551,144,249.04,UPI,Failed,2025-02-21
2679,8325,1121,79.6,UPI,Success,2025-02-18
2680,666,1045,322.78,Card,Pending,2025-01-11
2681,8163,1996,178.02,Wallet,Pending,2025-03-02
2682,833,1715,96.81,Wallet,Failed,2025-02-10
2683,5150,1927,176.43,UPI,Success,2025-01-19
2684,7281,125,412.78,UPI,Failed,2025-01-29
2685,6269,471,383.8,Cash,Pending,2025-01-01
2686,7906,1716,478.07,Card,Success,2025-02-20
2687,8087,673,92.62,Card,Failed,2025-01-13
2688,696,102,230.1,UPI,Failed,2025-01-14
2689,4347,1489,427.16,UPI,Success,2025-01-16
2690,1078,320,43.93,Wallet,Pending,2025-02-11
2691,8753,538,199.56,UPI,Pending,2025-01-24
2692,4076,911,88.82,Cash,Pending,2025-02-09
2693,7344,1353,416.11,UPI,Failed,2025-01-29
2694,8160,1369,385.97,Wallet,Success,2025-01-10
2695,1149,1424,443.16,Card,Pending,2025-02-14
2696,7217,9,157.96,Wallet,Success,2025-01-04
2697,6300,979,399.22,Cash,Success,2025-01-01
2698,2118,1816,258.57,Card,Success,2025-02-03
2699,811,433,187.2,Cash,Pending,2025-01-07
2700,5714,1608,339.75,Card,Success,2025-01-08
2701,1033,1776,303.07,Wallet,Success,2025-01-05
2702,3640,260,232.81,Card,Failed,2025-02-01
2703,8061,1803,248.74,Wallet,Success,2025-02-03
2704,908,1065,234.83,Card,Pending,2025-02-12
2705,8804,131,299.69,UPI,Pending,2025-01-05
2706,2556,1000,427.13,Wallet,Success,2025-02-14
2707,1456,1627,383.35,Card,Success,2025-02-21
2708,5737,1505,356.66,UPI,Pending,2025-01-03
2709,6574,393,399.39,UPI,Pending,2025-01-02
2710,1256,261,142.93,UPI,Pending,2025-01-23
2711,6740,889,381.11,Wallet,Success,2025-02-21
2712,8134,1784,338.83,Card,Pending,2025-02-12
2713,7142,1941,158,UPI,Pending,2025-01-06
2714,1564,83,281.54,Cash,Success,2025-02-02
2715,3900,1891,483.27,Cash,Success,2025-01-04
2716,6152,454,145.09,Card,Pending,2025-02-26
2717,1852,217,313.75,Cash,Success,2025-01-30
2718,3619,869,93.42,Cash,Failed,2025-01-10
2719,3367,571,73.81,Cash,Failed,2025-02-02
2720,1216,1805,455.28,Cash,Success,2025-01-22
2721,5171,44,287.73,Card,Success,2025-02-20
2722,6474,1189,203.39,UPI,Pending,2025-02-06
2723,78,694,310.21,Wallet,Success,2025-02-07
2724,6362,1225,339.34,Wallet,Failed,2025-02-10
2725,2708,1536,475.45,Cash,Failed,2025-01-18
2726,728,1846,350.14,Card,Failed,2025-02-11
2727,6190,854,62.58,Card,Pending,2025-01-22
2728,644,600,66.98,Cash,Success,2025-01-09
2729,8863,783,215.74,Card,Pending,2025-01-01
2730,9089,391,238.82,Cash,Pending,2025-02-14
2731,4943,302,158.79,Wallet,Success,2025-02-25
2732,374,1619,243.73,UPI,Pending,2025-02-10
2733,4220,1861,474.81,Card,Pending,2025-02-03
2734,5614,555,336.22,Wallet,Success,2025-02-11
2735,1877,668,122.36,Wallet,Pending,2025-02-18
2736,761,638,394.13,Wallet,Failed,2025-01-07
2737,3005,1404,472.39,Wallet,Pending,2025-01-19
2738,7262,1192,100.16,UPI,Failed,2025-02-23
2739,8068,1477,179.75,Card,Failed,2025-01-10
2740,8820,942,479.01,UPI,Pending,2025-02-21
2741,6970,822,429.13,Card,Pending,2025-01-31
2742,8859,1194,176.42,Card,Success,2025-01-02
2743,5175,907,431.63,UPI,Pending,2025-01-15
2744,9264,172,468.28,Cash,Pending,2025-01-06
2745,1326,937,267.45,Cash,Success,2025-01-14
2746,7687,221,330.19,Wallet,Pending,2025-02-16
2747,9456,216,414.9,Card,Pending,2025-02-05
2748,9160,1381,446.57,Cash,Failed,2025-01-13
2749,8532,842,349.48,UPI,Pending,2025-02-22
2750,7095,1453,320.07,Card,Success,2025-02-03
2751,6324,246,124.93,Wallet,Success,2025-02-19
2752,2616,318,233.77,UPI,Success,2025-02-02
2753,6034,1717,237.19,UPI,Pending,2025-01-18
2754,7713,452,495.81,Cash,Success,2025-02-14
2755,8889,18,101.1,Card,Pending,2025-02-21
2756,684,1094,471.73,UPI,Success,2025-01-26
2757,8877,314,412.66,Cash,Success,2025-01-29
2758,3453,905,69.39,UPI,Pending,2025-02-26
2759,7873,274,270.6,Wallet,Failed,2025-02-27
2760,2620,190,309.36,Cash,Failed,2025-01-19
2761,540,1649,448.75,Card,Success,2025-01-16
2762,4457,1480,172.39,Wallet,Failed,2025-02-12
2763,773,589,410.78,Cash,Failed,2025-01-24
2764,1216,360,99.56,UPI,Success,2025-02-05
2765,4438,1937,186.48,Card,Failed,2025-02-06
2766,6106,1369,68.9,Card,Pending,2025-01-08
2767,644,176,289.97,Wallet,Success,2025-02-19
2768,9183,1324,270.25,UPI,Success,2025-02-27
2769,9301,1052,461.37,Wallet,Failed,2025-01-24
2770,7605,255,218.94,Wallet,Failed,2025-02-09
2771,6287,304,337.49,UPI,Success,2025-01-24
2772,7225,220,224.29,UPI,Pending,2025-02-21
2773,4877,157,59.05,UPI,Pending,2025-03-01
2774,919,791,297.05,UPI,Pending,2025-02-28
2775,292,1905,299.12,Card,Success,2025-01-06
2776,8331,1573,202.27,UPI,Pending,2025-01-16
2777,951,1340,163.08,Card,Success,2025-02-11
2778,2244,777,79.84,UPI,Failed,2025-02-20
2779,1498,1188,143.25,Cash,Success,2025-01-22
2780,1372,124,96.63,Card,Failed,2025-01-23
2781,1890,198,242.01,UPI,Failed,2025-02-02
2782,7003,1019,40.97,Card,Success,2025-02-21
2783,7215,1916,231.72,Wallet,Failed,2025-03-01
2784,737,820,65.8,UPI,Failed,2025-01-22
2785,6218,336,145.21,Wallet,Pending,2025-02-01
2786,4575,248,458.73,Cash,Success,2025-01-06
2787,7856,1245,243.64,Card,Failed,2025-01-21
2788,2137,134,115.1,UPI,Pending,2025-01-28
2789,4626,1962,220.86,Cash,Failed,2025-02-18
2790,1449,1891,87.32,UPI,Failed,2025-01-19
2791,3683,914,398.77,Wallet,Success,2025-01-24
2792,6569,1653,250.83,Wallet,Success,2025-02-04
2793,7299,689,324.69,Wallet,Success,2025-02-20
2794,8003,939,354.95,UPI,Failed,2025-01-20
2795,7960,898,100.5,Card,Failed,2025-01-30
